vehicle_id,user_id,make,model,year,color,license_plate,total_seats
946,48,Chevrolet,Tahoe,2007,Gray,QRL-8104,8
947,590,Chevrolet,Tahoe,2018,Black,LPP-2007,8
948,98,Toyota,Camry,2019,White,VKX-9060,5
949,466,Tesla,Model S,2023,White,IIC-7402,5
950,331,Volkswagen,Tiguan,2022,Red,XVY-1281,5
951,54,Jeep,Wrangler,2018,White,CSV-8506,5
952,142,Chevrolet,Equinox,2009,Black,YBI-6821,5
953,535,Kia,Sportage,2020,Black,IDP-8866,5
954,85,Hyundai,Sonata,2013,Gray,RZI-7222,5
955,687,Mercedes-Benz,C-Class,2023,Green,GQW-6042,5
956,320,Ford,Escape,2019,Green,ECF-5587,5
957,208,Jeep,Grand Cherokee,2019,Red,WCD-9346,5
958,763,Audi,Q5,2015,Black,HEH-8618,5
959,363,Honda,CR-V,2012,Black,LGM-5315,5
960,433,Tesla,Model X,2018,Black,NNB-2067,7
961,114,Ford,Mustang,2014,Black,EHP-5102,4
962,402,Ford,Transit,2011,Black,AGB-1267,8
963,295,Tesla,Model 3,2017,White,VRM-1267,5
964,72,Dodge,Charger,2006,Black,NSM-3923,5
965,175,Ford,F-150,2009,White,LZR-4098,6
966,298,Subaru,Forester,2005,Gray,ZPM-2185,5
967,559,Ford,Transit,2018,Silver,TUC-8343,8
968,864,Chevrolet,Equinox,2023,White,LVH-3568,5
969,510,Nissan,Altima,2020,Black,RSA-9861,5
970,281,Toyota,Corolla,2010,Gray,SLF-0931,5
971,283,Nissan,Rogue,2022,Orange,WEX-3359,5
972,296,BMW,3 Series,2012,Black,NIP-4497,5
973,296,Honda,CR-V,2005,Silver,RMD-9663,5
974,1,Toyota,Sienna,2013,Black,BHP-0346,8
975,147,Toyota,Highlander,2016,Black,WUN-9597,7
976,409,Dodge,Charger,2012,Silver,XHA-9263,5
977,257,Honda,Accord,2011,Beige,PEL-8817,5
978,448,Honda,Pilot,2019,Gray,HCO-6538,8
979,473,Honda,Accord,2007,Gray,SNR-3349,5
980,636,Toyota,Corolla,2020,Black,TCD-9753,5
981,87,Hyundai,Tucson,2015,Black,VDR-4758,5
982,759,Toyota,Highlander,2016,Green,QIC-2430,7
983,873,Kia,Sportage,2022,Blue,BFD-7426,5
984,902,Honda,Odyssey,2014,Red,SYU-6201,8
985,189,Honda,CR-V,2021,Black,FMV-4014,5
986,763,Chevrolet,Silverado,2021,White,PLR-1101,6
987,684,Subaru,Outback,2012,Black,TOM-2694,5
988,595,Chevrolet,Tahoe,2017,White,UMV-1213,8
989,284,BMW,3 Series,2007,Red,XQB-9947,5
990,361,Toyota,Camry,2010,White,WNJ-7306,5
991,661,Nissan,Pathfinder,2023,White,SUH-7339,7
992,603,Volkswagen,Passat,2017,Gold,PES-5626,5
993,696,Kia,Sportage,2017,Gray,VBA-7264,5
994,774,Volkswagen,Passat,2015,Blue,ZVT-2818,5
995,179,Tesla,Model S,2013,Black,GAT-4360,5
996,207,BMW,5 Series,2009,Blue,JZO-1242,5
997,144,Dodge,Durango,2013,Silver,NUC-0900,7
998,195,Toyota,Camry,2016,Navy,OWI-6975,5
999,895,Ford,Escape,2023,Green,NJX-8846,5
1000,964,Toyota,Sienna,2022,Black,UHD-2632,8
